label,notes
diminished-seventh,"[34, 37, 40, 43]"
major,"[23, 28, 32]"
dominant,"[29, 47, 50, 56]"
minor-seventh,"[27, 47, 54]"
major,"[31, 35, 41, 47, 52, 54, 56, 59]"
minor-ninth,"[16, 23, 30, 31, 40, 43, 47, 52]"
diminished-seventh,"[34, 37, 40, 46]"
minor-seventh,"[40, 43, 47, 52]"
dominant,"[28, 38, 77]"
minor-ninth,"[38, 42, 43, 47]"
minor-sixth,"[30, 37, 40, 43, 47]"
major-sixth,"[32, 37, 42, 47]"
major-sixth,"[32, 37, 42, 47]"
major-sixth,"[32, 37, 42, 47]"
major-sixth,"[32, 37, 42, 47]"
suspended-second,"[30, 35, 40, 47]"
dominant,"[32, 38, 40, 44]"
major-seventh,"[32, 37, 42, 66]"
half-diminished,"[28, 38, 50]"
dominant,"[16, 38, 44]"
minor-seventh,"[31, 36, 38, 43]"
minor-seventh,"[16, 23, 30, 45, 57]"
dominant,"[28, 35, 38, 69, 81]"
dominant,"[26, 29, 32, 37, 55, 67]"
major-ninth,"[28, 35, 42, 44, 78]"
half-diminished,"[28, 34, 38, 71]"
dominant,"[16, 23, 50]"
minor-seventh,"[33, 38, 40, 45]"
diminished-seventh,"[16, 25, 28, 40, 52]"
minor-seventh,"[16, 23, 55]"
dominant,"[28, 38, 55]"
half-diminished,"[28, 38, 50, 58]"
dominant,"[28, 32, 38, 44, 50]"
minor-seventh,"[16, 28, 55, 59, 62, 64, 66]"
minor-seventh,"[35, 55, 59, 61, 62, 67]"
diminished-seventh,"[28, 40, 55, 62, 67]"
dominant,"[28, 38, 64, 68]"
dominant,"[16, 23, 54, 58]"
major-seventh,"[35, 40, 44]"
dominant,"[16, 43, 47, 56]"
dominant,"[38, 44, 47]"
minor-seventh,"[28, 47, 50, 52, 55]"
major,"[31, 35, 41, 47, 52, 54, 56, 59]"
minor-ninth,"[16, 23, 52, 55, 59, 64]"
diminished-seventh,"[16, 28, 58, 61, 64, 67, 70]"
minor-seventh,"[40, 43, 47, 52]"
dominant,"[28, 38, 77, 83]"
minor-ninth,"[38, 42, 43, 47]"
minor-sixth,"[30, 37, 40, 43, 47]"
minor-seventh,"[40, 43, 47, 52]"
minor-seventh,"[28, 31, 33, 35, 38, 57, 62, 64, 69]"
dominant,"[26, 29, 32, 36, 38, 47, 52, 54, 59]"
minor-ninth,"[38, 42, 43, 47]"
minor-sixth,"[30, 37, 40, 43, 47]"
major-ninth,"[16, 23, 30, 51, 56, 58, 63]"
major-ninth,"[16, 44, 46, 49, 51, 54]"
dominant,"[28, 38, 41, 44, 46, 52]"
minor-seventh,"[28, 50, 54, 57]"
major-ninth,"[28, 39, 46, 51, 54]"
dominant-ninth,"[28, 42, 46, 49]"
minor-ninth,"[35, 43, 47, 54, 57]"
minor-ninth,"[29, 36, 40, 43]"
major-seventh,"[28, 44, 47, 51]"
major-minor,"[28, 32, 36, 38, 43]"
suspended-fourth,"[28, 40, 42, 45, 47]"
dominant-ninth,"[30, 32, 35]"
dominant,"[32, 40, 48]"
minor-seventh,"[31, 35, 38, 42]"
dominant-13th,"[32, 35, 40, 44]"
major-seventh,"[35, 56, 61, 66]"
dominant-ninth,"[32, 50, 54, 58, 61]"
major-seventh,"[28, 39, 47, 51, 54]"
minor-seventh,"[36, 40, 43]"
minor-ninth,"[16, 26, 31, 35, 38, 42]"
minor-ninth,"[35, 38, 42]"
minor-seventh,"[31, 34, 40]"
dominant,"[28, 41, 44, 47]"
dominant,"[26, 32, 38, 41, 47]"
dominant,"[26, 32, 38, 41, 47]"
dominant,"[29, 35, 41, 44, 50]"
minor-ninth,"[31, 35, 42, 47]"
dominant,"[28, 38, 44]"
minor-13th,"[28, 37, 47, 52]"
dominant-13th,"[34, 44, 49, 52]"
major,"[28, 32, 42, 46, 50]"
major-seventh,"[28, 51, 54, 59]"
dominant,"[16, 41, 48]"
minor-seventh,"[28, 47, 55]"
dominant,"[32, 40, 50]"
minor-seventh,"[28, 38, 47, 50, 55]"
dominant,"[16, 42, 45, 50]"
half-diminished,"[28, 38, 43, 46, 52]"
dominant,"[28, 44, 48, 52]"
major-seventh,"[32, 39, 44, 47]"
minor-seventh,"[28, 35, 38, 42]"
minor-seventh,"[26, 35, 38, 42]"
dominant,"[20, 26, 29, 34]"
dominant,"[32, 38, 44, 48, 52]"
dominant,"[26, 35, 41, 45, 50]"
minor-seventh,"[31, 40, 46, 50, 55]"
dominant,"[26, 32, 37, 41, 44, 49, 53]"
minor-seventh,"[28, 38, 47, 54, 57]"
dominant,"[28, 32, 38, 42, 46, 49]"
dominant,"[38, 42, 46, 49]"
minor-seventh,"[28, 35, 38, 43, 45]"
dominant,"[16, 28, 42, 46, 47, 49]"
suspended-fourth,"[28, 33, 38, 50, 54, 61]"
dominant,"[28, 38, 38, 42, 44, 49]"
major-seventh,"[28, 44, 49, 54]"
dominant,"[28, 50, 54, 58, 61]"
major-seventh,"[16, 28, 56, 59, 66]"
major-seventh,"[28, 35, 39, 47, 51, 54, 56, 59]"
major,"[28, 39, 47, 56]"
minor-seventh,"[28, 38, 43, 47]"
major,"[28, 39, 44, 47]"
diminished-seventh,"[28, 34, 37, 43, 46]"
minor-seventh,"[28, 31, 35, 38, 43]"
dominant,"[23, 26, 30, 33, 38]"
dominant,"[26, 28, 32, 47]"
minor-seventh,"[28, 35, 38, 52, 55]"
dominant,"[23, 30, 33, 47, 50]"
minor-seventh,"[28, 31, 38, 54, 57]"
major,"[28, 39, 47, 56]"
minor-seventh,"[28, 38, 43, 47]"
major,"[28, 39, 44, 47]"
diminished-seventh,"[28, 34, 37, 43, 46]"
minor-seventh,"[28, 31, 35, 38, 43]"
dominant,"[23, 26, 30, 33, 38]"
dominant,"[26, 28, 32, 47]"
major,"[28, 32, 39, 47, 52]"
dominant,"[35, 39, 46, 54, 59]"
minor-seventh,"[28, 31, 38, 47, 52]"
dominant,"[32, 38, 40, 56, 59]"
major,"[28, 39, 47, 56]"
dominant,"[28, 38, 47, 50]"
minor-seventh,"[26, 28, 31, 40, 43]"
major,"[28, 32, 39, 47, 56]"
half-diminished,"[27, 31, 38, 46, 55]"
minor-seventh,"[28, 31, 38, 47, 55]"
dominant,"[23, 26, 33, 42, 50]"
dominant,"[28, 32, 38, 47, 52]"
major,"[28, 39, 47, 56]"
minor-seventh,"[28, 38, 43, 47]"
major,"[28, 39, 44, 47]"
diminished-seventh,"[28, 34, 37, 43, 46]"
minor-seventh,"[28, 31, 35, 38, 43]"
dominant,"[23, 26, 30, 33, 38]"
dominant,"[26, 28, 32, 47]"
half-diminished,"[36, 40, 47, 64, 67]"
minor-seventh,"[28, 38, 55, 59]"
dominant,"[28, 38, 38, 44]"
major,"[28, 32, 39, 47, 52]"
minor-seventh,"[16, 42, 57]"
minor-seventh,"[28, 35, 69]"
dominant,"[30, 35, 57]"
minor-seventh,"[31, 35, 38, 42, 55]"
minor-seventh,"[19, 23, 26, 30, 47]"
dominant,"[30, 35, 76]"
dominant,"[30, 35, 73]"
major-minor,"[39, 42, 43, 47]"
dominant,"[32, 38, 43]"
major-minor,"[39, 42, 43, 47]"
dominant,"[32, 38, 43]"
minor-sixth,"[37, 42, 43, 47, 59]"
minor-sixth,"[37, 43, 47, 52]"
major,"[32, 36, 40, 40]"
minor,"[31, 35, 40, 52]"
major-minor,"[31, 35, 40, 52]"
diminished,"[28, 31, 34, 37, 49]"
dominant,"[26, 32, 35, 47]"
major,"[26, 32, 35, 47]"
minor-sixth,"[37, 43, 47, 59]"
minor-sixth,"[37, 43, 47, 52]"
major,"[32, 36, 40, 40]"
major-seventh,"[28, 32, 35, 39, 47]"
major-seventh,"[23, 27, 28, 32, 44]"
minor-ninth,"[31, 35, 38, 42, 54]"
major,"[26, 32, 36, 48]"
minor-sixth,"[31, 35, 36, 42, 52]"
major,"[32, 35, 40, 56]"
dominant,"[28, 35, 38, 52]"
major,"[32, 35, 40, 61]"
major,"[28, 32, 35, 49]"
diminished-seventh,"[27, 31, 34, 48]"
major,"[32, 35, 40, 56]"
minor,"[35, 40, 43, 66]"
minor-seventh,"[28, 31, 35, 38, 55]"
dominant,"[23, 26, 28, 32, 49]"
minor-seventh,"[28, 31, 35, 55]"
dominant,"[35, 38, 42, 62]"
minor-seventh,"[28, 31, 35, 38, 59]"
dominant,"[26, 28, 32, 48]"
major,"[32, 35, 40, 56]"
dominant,"[28, 35, 38, 52]"
major,"[32, 35, 40, 61]"
major,"[28, 32, 35, 49]"
diminished-seventh,"[27, 31, 34, 48]"
major,"[32, 35, 40, 56]"
minor,"[35, 40, 43, 66]"
minor-seventh,"[28, 31, 35, 38, 55]"
dominant,"[23, 26, 28, 32, 49]"
major,"[32, 35, 40, 52]"
minor,"[27, 30, 35, 47]"
major,"[32, 35, 40]"
dominant,"[28, 31, 36]"
minor,"[35, 40, 43, 52]"
diminished,"[28, 31, 34, 46]"
major,"[28, 32, 35, 47]"
minor,"[35, 40, 43, 52]"
major,"[28, 32, 35, 49]"
major,"[32, 35, 40, 59]"
major,"[32, 35, 40, 56]"
minor,"[35, 40, 43, 52]"
major,"[28, 32, 35, 49]"
minor,"[35, 40, 43, 62]"
minor,"[28, 31, 35, 55]"
dominant,"[35, 38, 40, 44, 62]"
minor-seventh,"[28, 31, 35, 38, 54]"
major,"[32, 35, 40, 56]"
dominant,"[28, 35, 38, 52]"
major,"[32, 35, 40, 61]"
major,"[28, 32, 35, 49]"
diminished-seventh,"[27, 31, 34, 48]"
major,"[32, 35, 40, 56]"
minor,"[35, 40, 43, 66]"
minor-seventh,"[28, 31, 35, 38, 55]"
dominant,"[23, 26, 28, 32, 49]"
minor,"[35, 40, 43, 55]"
minor-sixth,"[27, 32, 35, 47]"
major,"[32, 35, 40, 52]"
major-seventh,"[28, 39, 44, 47]"
dominant,"[17, 28, 33, 36]"
dominant-ninth,"[28, 31, 35, 38, 42]"
dominant,"[28, 38, 41, 44, 49]"
major-seventh,"[28, 39, 44, 47]"
dominant,"[17, 28, 33, 36]"
dominant-ninth,"[28, 31, 38, 42]"
minor-sixth,"[24, 26, 30, 35]"
dominant,"[32, 37, 46]"
dominant-13th,"[28, 34, 39, 46]"
minor-seventh,"[28, 47, 50, 52, 55]"
minor-seventh,"[30, 49, 52, 54, 57]"
minor-seventh,"[16, 35, 40, 43]"
minor-seventh,"[18, 37, 42, 45]"
dominant-ninth,"[16, 38, 42, 47]"
major-seventh,"[28, 39, 47, 51, 56]"
diminished,"[28, 38, 52, 55, 58]"
minor-seventh,"[16, 26, 35, 38, 40, 43]"
dominant,"[28, 38, 41, 44, 47]"
major,"[28, 39, 47, 51, 56]"
diminished,"[28, 38, 52, 55, 58]"
dominant-ninth,"[28, 42, 50]"
dominant,"[16, 26, 35, 38, 40, 43]"
dominant,"[28, 38, 41, 44, 47]"
half-diminished,"[28, 38, 46, 50, 52, 55]"
dominant,"[28, 32, 35, 38, 44, 47, 50, 53]"
dominant-ninth,"[28, 38, 54, 58, 62]"
minor-ninth,"[28, 38, 47, 50, 55]"
dominant-ninth,"[28, 31, 38, 42, 45]"
none,"[32, 37, 42, 47, 51]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[33, 40, 45, 50, 55, 59]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[33, 40, 45, 50, 55, 59]"
minor-seventh,"[28, 33, 38, 43, 47]"
none,"[33, 38, 43, 48, 52]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 40, 43, 47]"
none,"[26, 33, 38, 43, 48, 52]"
minor-seventh,"[33, 40, 45, 50, 55, 59]"
minor-seventh,"[28, 33, 40, 43, 47]"
none,"[33, 38, 43, 48, 52]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 40, 43, 47]"
none,"[26, 33, 38, 43, 48, 52]"
minor-seventh,"[33, 40, 45, 50, 55, 59]"
minor-seventh,"[28, 33, 40, 43, 47]"
none,"[32, 37, 42, 47, 51]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 38]"
minor-seventh,"[33, 40, 45, 50, 55, 59]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[28, 33, 38, 43, 47]"
minor-seventh,"[33, 40, 45, 50, 55, 59]"
minor-seventh,"[28, 30, 38, 43, 47]"
none,"[30, 35, 39]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[33, 50, 55, 59]"
minor-seventh,"[38, 43, 47]"
none,"[31, 36, 40]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[40, 43, 47]"
none,"[31, 36, 40]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[40, 43, 47]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[40, 43, 47]"
minor-seventh,"[33, 50, 55, 59]"
minor-seventh,"[40, 43, 47]"
none,"[30, 35, 39]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[38, 43, 47]"
minor-seventh,"[33, 50, 55, 59]"
minor-seventh,"[38, 43, 47]"
major-seventh,"[35, 39, 40, 44, 60]"
dominant,"[34, 38, 40, 44, 59]"
minor-seventh,"[28, 31, 35, 38, 55]"
major-seventh,"[28, 32, 35, 39, 63]"
major-ninth,"[16, 39, 42, 44]"
suspended-fourth,"[16, 23, 42, 45, 49]"
major-ninth,"[16, 39, 42, 44]"
dominant-ninth,"[28, 38, 44, 49, 52]"
dominant-ninth,"[28, 42, 44, 49]"
suspended-fourth,"[28, 54, 57, 61]"
dominant-ninth,"[28, 42, 44, 47]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-11th,"[28, 35, 38, 38, 45]"
dominant,"[28, 38, 41, 46]"
minor-11th,"[28, 31, 38, 42, 45]"
dominant,"[28, 38, 42, 46]"
dominant-ninth,"[28, 38, 42, 46]"
major-ninth,"[28, 39, 42]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 31, 34, 38, 45]"
dominant,"[28, 38, 41, 44, 50]"
minor-ninth,"[28, 31, 35, 38, 42]"
dominant,"[28, 38, 42, 44, 46]"
dominant,"[30, 32, 35]"
minor-seventh,"[28, 47, 50, 55]"
dominant-13th,"[28, 54, 57, 61]"
none,"[21, 47, 50, 54]"
minor-seventh,"[28, 38, 46, 50, 57]"
dominant,"[28, 38, 42, 46]"
minor-11th,"[28, 31, 34, 38, 45]"
dominant,"[28, 38, 41]"
minor-11th,"[28, 31, 34, 38, 45]"
dominant,"[28, 38, 41, 44, 46]"
minor-11th,"[28, 31, 38, 42, 45]"
dominant,"[28, 38, 41, 44, 46]"
minor-seventh,"[28, 35, 38, 42]"
dominant,"[28, 38, 42, 46]"
major-seventh,"[28, 35, 39, 42]"
major-seventh,"[28, 47, 51, 56]"
major-seventh,"[28, 44, 51, 56]"
major-seventh,"[28, 44, 47, 51]"
major,"[28, 39, 44, 49, 54, 58]"
dominant,"[28, 38, 44, 48, 52, 55]"
minor-ninth,"[28, 31, 38, 42, 47]"
minor-11th,"[28, 31, 38, 42, 45]"
dominant,"[28, 44, 50, 53, 61]"
major,"[28, 32, 37, 42, 46]"
dominant,"[28, 38, 44, 48, 52, 55]"
minor-11th,"[28, 31, 37, 40, 45]"
dominant,"[28, 32, 38, 43, 48]"
minor-ninth,"[16, 43, 47, 50, 54]"
minor-seventh,"[16, 47, 50, 55]"
major,"[16, 44, 49, 54, 58]"
dominant,"[16, 44, 48, 52, 55]"
minor-ninth,"[16, 38, 42, 43, 47]"
dominant-ninth,"[17, 39, 43, 44, 48]"
dominant,"[26, 29, 32, 37, 50]"
minor-ninth,"[27, 30, 31, 35, 45]"
major,"[16, 58, 66, 70]"
dominant,"[16, 55, 64, 67]"
minor-ninth,"[16, 47, 55, 59]"
dominant-ninth,"[28, 32, 38, 42, 46]"
minor-11th,"[28, 31, 38, 42, 45]"
dominant,"[28, 38, 50, 53, 56, 61]"
major,"[16, 37, 42, 46]"
dominant,"[16, 44, 50, 55]"
minor-11th,"[16, 37, 40, 42, 45]"
dominant,"[16, 38, 41, 44, 48]"
minor-ninth,"[16, 43, 47, 50, 54]"
minor-seventh,"[16, 47, 50, 52, 55]"
major,"[20, 27, 49, 51, 54, 58]"
dominant,"[16, 44, 48, 50, 55]"
minor-sixth,"[16, 23, 31, 37, 42, 47]"
major,"[28, 32, 34]"
none,"[36, 40, 42]"
major,"[28, 32, 34]"
minor,"[28, 32, 34]"
major-seventh,"[28, 32, 35, 39]"
minor,"[31, 35, 40]"
major,"[28, 32, 37]"
major-seventh,"[28, 32, 35, 39]"
minor,"[31, 35, 40]"
major,"[25, 29, 34]"
minor,"[25, 29, 34]"
major-seventh,"[28, 32, 35, 39]"
minor,"[31, 35, 40]"
major,"[28, 32, 37]"
major-seventh,"[28, 32, 35, 39]"
minor,"[31, 35, 40]"
major,"[25, 29, 34]"
minor,"[25, 29, 34]"
minor,"[31, 35, 40, 57]"
major,"[28, 32, 35, 49, 52]"
major-seventh,"[28, 32, 35, 39, 49]"
minor,"[31, 35, 40, 57]"
major,"[25, 29, 34, 51]"
minor,"[25, 29, 34, 51]"
minor,"[31, 35, 40, 57]"
major,"[28, 32, 35, 54]"
major-seventh,"[28, 32, 35, 39, 56, 57]"
minor,"[31, 35, 40, 52]"
major,"[28, 32, 35, 46]"
minor,"[25, 29, 34, 46]"
minor,"[31, 35, 40, 57]"
major,"[28, 32, 35, 49, 52]"
major-seventh,"[28, 32, 35, 39, 49]"
minor,"[31, 35, 40, 57]"
major,"[25, 29, 34, 51]"
minor,"[25, 29, 34, 51]"
minor,"[31, 35, 40, 57]"
major,"[28, 32, 35, 54]"
major-seventh,"[28, 32, 35, 39, 51, 52]"
major,"[28, 32, 47]"
major,"[26, 32, 52]"
major,"[23, 32, 50, 52]"
major,"[23, 32, 50, 52]"
minor-seventh,"[28, 35, 38, 64, 66]"
other,"[28, 35, 38, 64, 66]"
minor-seventh,"[28, 31, 35, 38, 55]"
major-seventh,"[28, 32, 35, 39, 51]"
minor-seventh,"[28, 31, 35, 38, 55, 57]"
minor-seventh,"[28, 35, 38, 64, 66]"
minor-seventh,"[28, 31, 35, 38, 55]"
major,"[28, 32, 64]"
major,"[23, 32, 59]"
minor-seventh,"[28, 35, 38, 64, 66]"
minor-seventh,"[28, 31, 35, 38, 55]"
major-seventh,"[28, 32, 35, 39, 51]"
half-diminished,"[34, 38, 40, 43, 52, 55]"
major,"[28, 32, 34, 46]"
major,"[28, 32, 34, 46]"
minor,"[28, 32, 34, 46]"
major,"[28, 32, 34, 46]"
none,"[36, 40, 42, 54]"
minor-seventh,"[28, 35, 38, 64, 66]"
other,"[28, 35, 38, 64, 66]"
minor-seventh,"[28, 31, 35, 38, 55]"
major-seventh,"[28, 32, 35, 39, 51]"
minor-seventh,"[28, 31, 35, 38, 55, 57]"
minor-seventh,"[28, 35, 38, 64, 66]"
minor-seventh,"[28, 31, 35, 38, 55]"
major,"[28, 32, 64]"
major,"[23, 32, 59]"
minor-seventh,"[28, 35, 38, 64, 66]"
minor-seventh,"[28, 31, 35, 38, 55]"
major-seventh,"[28, 32, 35, 39, 51]"
half-diminished,"[34, 38, 40, 43, 52]"
major,"[28, 32, 34, 46]"
major,"[28, 40, 44, 46]"
none,"[24, 36, 40, 42]"
major,"[25, 40, 44, 47]"
minor,"[25, 40, 43, 49]"
major,"[23, 40, 44, 47]"
major,"[28, 40, 44, 46]"
major,"[25, 40, 44, 47]"
minor,"[25, 40, 43, 49]"
major,"[23, 40, 44, 47]"
major,"[28, 40, 44, 46]"
major,"[25, 40, 44, 47]"
minor,"[25, 40, 43, 49]"
major,"[23, 40, 44, 47]"
major,"[28, 40, 44, 46]"
major,"[25, 40, 44, 47]"
minor,"[25, 40, 43, 49]"
major,"[23, 40, 44, 47]"
major,"[25, 35, 47, 52, 56]"
half-diminished,"[28, 34, 37, 43]"
minor-seventh,"[28, 31, 34]"
dominant-ninth,"[28, 42, 46, 50]"
major-seventh,"[39, 44, 49, 54]"
dominant-13th,"[28, 38, 49, 54, 59]"
major-seventh,"[28, 35, 39, 44]"
dominant,"[28, 38, 42, 47]"
dominant,"[28, 38, 44, 48, 53]"
dominant,"[28, 29, 41, 44, 48]"
major,"[28, 35, 39, 44]"
minor-seventh,"[28, 38, 42, 46]"
minor-seventh,"[28, 38, 47, 54]"
dominant,"[28, 38, 43, 47]"
major-seventh,"[28, 39, 56]"
minor-seventh,"[28, 38, 38, 43, 48]"
minor-seventh,"[28, 38, 43, 49]"
minor-seventh,"[28, 38, 43, 50]"
dominant-ninth,"[28, 38, 42]"
dominant-ninth,"[28, 38, 42, 44]"
minor-seventh,"[28, 47, 50, 55]"
dominant,"[32, 41, 44, 48, 53]"
minor,"[28, 47, 50, 55]"
dominant,"[28, 38, 41, 44, 50]"
minor-seventh,"[28, 38, 50, 55, 58]"
dominant,"[28, 38, 44, 49]"
minor-seventh,"[28, 38, 47, 50, 55]"
dominant,"[28, 38, 44, 48, 53]"
minor,"[28, 47, 50, 55]"
dominant,"[28, 38, 42, 44, 50]"
minor-seventh,"[28, 38, 50, 55, 58]"
major-seventh,"[28, 39, 47, 51, 56]"
major-seventh,"[28, 35, 39, 44]"
half-diminished,"[28, 34, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 31, 34]"
major-seventh,"[28, 39, 42, 47]"
dominant,"[26, 32, 37, 55]"
major-seventh,"[28, 39, 42, 47, 51]"
dominant,"[28, 38, 46]"
major-seventh,"[28, 35, 39, 44]"
dominant,"[28, 38, 42, 47]"
dominant,"[28, 38, 44, 48, 53]"
dominant,"[28, 29, 41, 44, 48]"
major-seventh,"[28, 35, 39, 44]"
dominant,"[26, 32, 35]"
half-diminished,"[28, 35, 37]"
half-diminished,"[28, 34, 37]"
major,"[23, 28, 32]"
major-sixth,"[28, 42, 46, 49]"
minor-ninth,"[30, 32, 35, 37]"
major-ninth,"[16, 35, 39, 42]"
major-ninth,"[28, 44, 47, 51]"
major-ninth,"[16, 32, 35, 39, 42]"
major-ninth,"[16, 32, 35, 39, 42]"
major-ninth,"[16, 32, 35, 39, 42]"
dominant,"[28, 38, 44, 47, 52, 52]"
minor-ninth,"[28, 38, 42, 43, 47]"
dominant-ninth,"[16, 28, 32, 38, 42]"
minor,"[28, 40, 43, 47]"
minor-ninth,"[28, 38, 42, 43, 47]"
dominant-ninth,"[16, 28, 32, 38, 42, 42]"
minor-seventh,"[28, 38, 40, 43]"
dominant,"[16, 38, 42, 47]"
dominant,"[28, 38, 44, 47, 52]"
minor-seventh,"[31, 35, 40]"
dominant-ninth,"[28, 32, 38, 42]"
major,"[28, 35, 42, 44]"
major,"[28, 35, 40, 42, 44]"
dominant-ninth,"[28, 35, 38, 42, 43, 50, 54]"
major,"[20, 28, 30, 35]"
major-ninth,"[28, 35, 39, 40, 44]"
major-ninth,"[16, 28, 42, 44, 47, 51]"
major-ninth,"[16, 32, 35, 39, 42]"
major-ninth,"[16, 32, 35, 39, 42]"
major-ninth,"[28, 35, 39, 47, 56]"
dominant,"[28, 38, 44, 47, 50]"
minor-ninth,"[28, 38, 40, 42, 43]"
dominant,"[28, 38, 47, 49]"
major,"[16, 32, 44, 47]"
major-ninth,"[28, 35, 39, 44, 49, 56]"
augmented-seventh,"[28, 38, 44, 48, 50]"
minor-11th,"[16, 31, 38, 42, 45]"
dominant,"[16, 32, 38, 43, 48]"
minor-seventh,"[21, 40, 43, 47, 50]"
dominant,"[34, 44, 50, 52]"
major-ninth,"[28, 35, 39, 42, 44]"
dominant,"[28, 38, 44, 47, 52, 52]"
minor-ninth,"[28, 38, 42, 43, 47]"
dominant-ninth,"[16, 28, 32, 38, 42, 42]"
minor,"[28, 40, 43, 47]"
minor-ninth,"[28, 38, 42, 43, 47]"
dominant-ninth,"[16, 28, 32, 38, 42, 42]"
major-ninth,"[28, 35, 42, 44]"
dominant,"[28, 38, 44, 47]"
minor-seventh,"[28, 35, 38, 40, 43]"
dominant,"[16, 38, 42, 47]"
major-ninth,"[27, 34, 38, 39, 41, 43, 46]"
dominant,"[28, 38, 44, 47, 52]"
minor-seventh,"[16, 31, 40]"
dominant,"[16, 38, 44, 47]"
major-ninth,"[28, 35, 47]"
minor,"[16, 28, 40]"
major,"[16, 28, 40]"
minor,"[16, 28, 43, 47]"
minor,"[16, 28, 40]"
major,"[16, 28, 40]"
major,"[20, 32, 40, 44, 47, 52]"
major-ninth,"[28, 35, 40, 44]"
major,"[28, 35, 40, 42, 44]"
minor-ninth,"[28, 35, 38, 42, 43, 50, 54]"
major,"[20, 28, 30, 35]"
major-ninth,"[28, 35, 39, 40, 44]"
major-ninth,"[35, 40, 42]"
major-ninth,"[28, 35, 40, 44]"
dominant,"[28, 38, 44, 47, 52]"
minor-ninth,"[28, 38, 45, 47]"
dominant-ninth,"[16, 32, 38, 42]"
major-seventh,"[27, 34, 53]"
dominant,"[28, 38, 44, 47, 52, 52]"
minor-ninth,"[28, 38, 42, 43, 47]"
dominant-ninth,"[16, 28, 32, 38, 42]"
major-ninth,"[28, 35, 42, 44]"
dominant,"[28, 38, 44, 47]"
minor-seventh,"[16, 40, 43]"
dominant,"[16, 38, 42, 47]"
major-ninth,"[28, 35, 39, 40, 42, 44, 47]"
dominant,"[28, 38, 44, 47, 52]"
minor-seventh,"[31, 35, 40]"
major,"[28, 35, 44]"
minor-seventh,"[16, 23, 31, 38, 43]"
dominant,"[16, 23, 32, 38, 44]"
minor-11th,"[16, 23, 35, 38, 45]"
dominant-ninth,"[16, 23, 28, 38, 42, 46, 49]"
minor-seventh,"[16, 23, 31, 38, 43]"
dominant,"[16, 23, 32, 38, 44]"
minor-11th,"[16, 23, 35, 38, 45]"
dominant-ninth,"[16, 23, 28, 38, 42, 46, 49]"
minor-seventh,"[16, 23, 31, 38, 43]"
dominant,"[16, 23, 32, 38, 44]"
minor-11th,"[16, 23, 35, 38, 45]"
dominant-ninth,"[16, 23, 28, 38, 42, 46, 49]"
minor-seventh,"[16, 23, 31, 38, 43]"
dominant,"[16, 23, 32, 38, 44]"
suspended-fourth,"[28, 38, 42, 45, 50, 52]"
minor-seventh,"[28, 64, 67]"
dominant,"[20, 38, 47, 50]"
minor-seventh,"[28, 47, 50, 55]"
dominant,"[28, 64, 68]"
dominant,"[35, 38, 44]"
major,"[28, 47, 51, 56]"
half-diminished,"[28, 46, 50, 55]"
dominant,"[16, 50, 56]"
minor,"[28, 47, 52, 55]"
dominant,"[28, 50, 53, 56]"
minor-seventh,"[16, 43, 47, 50, 52]"
dominant,"[28, 38, 57, 62, 66, 69]"
major,"[16, 47, 51, 54, 56, 59]"
minor-seventh,"[28, 52, 55]"
diminished,"[28, 43, 49, 55]"
minor-seventh,"[16, 38, 43, 47, 50]"
dominant,"[28, 38, 54, 57, 62, 66]"
dominant-ninth,"[16, 23, 28, 44, 50, 54, 56]"
major,"[16, 23, 28, 44, 47, 51, 56]"
dominant,"[29, 32, 35, 38, 41]"
minor-seventh,"[28, 38, 47, 50, 52, 55]"
minor-seventh,"[28, 35, 38, 40, 43]"
dominant,"[28, 52, 56]"
major,"[28, 35, 39, 44]"
dominant,"[18, 37, 40]"
minor-seventh,"[16, 38, 43, 47]"
