label,notes
suspended-fourth,"[28, 28, 38, 47, 57]"
dominant,"[26, 28, 32, 37, 44, 54]"
minor-ninth,"[28, 38, 40, 55, 59, 66]"
minor-ninth,"[26, 26, 30, 31, 35, 47]"
half-diminished,"[28, 28, 34, 38, 52]"
dominant,"[28, 44, 55]"
minor-seventh,"[28, 28, 35, 38, 50]"
minor-ninth,"[28, 28, 38, 43, 47, 54]"
dominant,"[23, 23, 33, 38, 42, 49]"
dominant-ninth,"[28, 32, 38, 42, 52, 64]"
minor-seventh,"[28, 28, 35, 38, 50, 62]"
dominant,"[26, 28, 30, 32, 37, 61]"
dominant-ninth,"[28, 32, 38, 42, 71]"
minor-seventh,"[28, 28, 35, 38, 66]"
minor-sixth,"[28, 28, 35, 38, 66]"
dominant,"[28, 32, 59]"
dominant-ninth,"[28, 32, 38, 42, 52]"
minor-seventh,"[28, 28, 38, 47, 55]"
suspended-fourth,"[28, 28, 38, 47, 57]"
dominant,"[26, 28, 30, 32, 37, 44, 47, 54]"
half-diminished,"[28, 28, 34, 38, 55]"
dominant,"[28, 44, 59]"
minor-seventh,"[28, 28, 35, 38, 50]"
half-diminished,"[26, 31, 34, 38, 50]"
dominant,"[32, 38, 47]"
minor-seventh,"[35, 40, 47, 50, 59, 67]"
dominant-ninth,"[32, 38, 42, 47, 47, 56]"
dominant,"[28, 38, 47, 49, 54, 59]"
dominant,"[28, 30, 36, 40]"
minor-sixth,"[31, 37, 40, 42]"
dominant,"[28, 38, 52, 56, 61]"
major,"[28, 42, 56, 59]"
dominant,"[28, 31, 38, 52]"
half-diminished,"[28, 31, 33, 34, 38, 43, 55]"
dominant,"[28, 32, 40, 52]"
minor-seventh,"[28, 31, 35, 38, 47, 52, 55]"
half-diminished,"[29, 34, 35, 39, 44, 47]"
dominant,"[28, 38, 41, 57]"
minor-seventh,"[28, 31, 35, 38, 47, 55]"
dominant-ninth,"[32, 38, 42, 47, 52, 56]"
dominant,"[28, 38, 49, 54, 59]"
dominant,"[26, 30, 36, 38, 40]"
minor-sixth,"[31, 37, 42]"
dominant,"[28, 38, 52, 52, 56, 61]"
major,"[28, 52, 56, 59]"
dominant,"[28, 37, 38, 52, 55]"
half-diminished,"[28, 31, 33, 34, 38, 43, 55]"
dominant,"[19, 32, 40, 52]"
minor-seventh,"[28, 28, 35, 38, 47, 52, 55]"
minor-ninth,"[28, 31, 35, 38, 42, 52]"
dominant,"[28, 32, 49]"
major,"[28, 28, 56, 59]"
dominant-ninth,"[28, 32, 38, 42, 47, 56]"
minor-seventh,"[28, 28, 35, 38, 47]"
major,"[28, 35, 39, 44, 47]"
major,"[28, 35, 39, 44, 47]"
dominant-ninth,"[28, 32, 38, 42, 47]"
dominant,"[28, 41, 49]"
minor-seventh,"[28, 35, 40]"
dominant,"[26, 28, 30, 32, 37]"
dominant-ninth,"[28, 32, 38, 42, 56]"
dominant,"[40, 44, 47, 52]"
minor-seventh,"[28, 35, 43, 47]"
major,"[28, 35, 39, 44, 47]"
minor-ninth,"[28, 38, 43, 47, 52, 64]"
dominant-ninth,"[28, 32, 38, 42, 47, 54, 59]"
dominant,"[32, 41, 52, 64]"
minor-seventh,"[28, 28, 35, 38, 55, 67]"
dominant,"[28, 28, 35, 38, 55, 59, 66]"
major,"[28, 35, 40, 44, 75]"
dominant-ninth,"[28, 32, 38, 42, 71]"
dominant,"[28, 41, 68]"
minor-sixth,"[28, 37, 40, 62]"
dominant,"[26, 28, 30, 37, 56]"
dominant-ninth,"[28, 32, 38, 42, 64]"
dominant,"[20, 29, 56]"
minor-sixth,"[28, 37, 40, 64]"
major,"[28, 28, 49, 61]"
dominant-ninth,"[35, 47, 59]"
dominant,"[35, 47, 59]"
minor-sixth,"[28, 37, 40, 42, 54]"
minor-ninth,"[28, 31, 35, 38, 42, 56]"
dominant,"[28, 32, 57]"
minor-ninth,"[28, 31, 35, 66]"
dominant,"[28, 44, 74]"
minor-sixth,"[28, 37, 40, 67]"
minor-ninth,"[28, 31, 35, 38, 42, 69]"
dominant,"[28, 32, 56]"
major,"[28, 35, 40, 44, 71]"
dominant-ninth,"[28, 32, 38, 42, 61]"
dominant,"[32, 41, 56]"
dominant,"[26, 28, 32, 37, 56]"
major,"[28, 28, 67, 68]"
dominant-ninth,"[28, 28, 38, 71]"
dominant,"[23, 32, 36, 59]"
minor-ninth,"[28, 31, 35, 38, 42, 67]"
dominant,"[28, 32, 59]"
major,"[28, 35, 40, 44, 63]"
dominant-ninth,"[28, 32, 38, 42, 54]"
dominant,"[28, 32, 38, 42, 54]"
minor-sixth,"[28, 37, 55]"
minor-ninth,"[28, 31, 35, 38, 42, 47]"
dominant,"[28, 32, 47, 49]"
minor-ninth,"[26, 28, 31, 35, 45]"
half-diminished,"[28, 28, 34, 38, 45]"
dominant,"[28, 44, 52]"
minor-sixth,"[28, 37, 42]"
half-diminished,"[26, 28, 31, 34, 38, 43, 50]"
minor-seventh,"[28, 28, 35, 38, 47, 55]"
dominant-ninth,"[32, 38, 42, 47, 47, 56]"
dominant,"[28, 38, 49, 54, 59]"
dominant,"[26, 29, 30, 36]"
minor-sixth,"[31, 37, 40, 42]"
dominant,"[28, 38, 50, 52, 56, 61]"
major,"[28, 56, 59]"
dominant,"[28, 38, 52, 55]"
half-diminished,"[28, 33, 34, 38, 43, 55]"
dominant,"[22, 32, 40, 52]"
minor-seventh,"[28, 29, 38, 47, 52, 55]"
half-diminished,"[29, 29, 35, 39, 44, 47]"
dominant,"[28, 38, 41, 50, 57]"
minor-seventh,"[28, 31, 35, 38, 47, 52, 55]"
dominant-ninth,"[32, 38, 42, 47, 52, 56]"
dominant,"[37, 41, 50]"
dominant,"[28, 38, 49, 54, 59]"
dominant,"[26, 30, 30, 36]"
minor-sixth,"[31, 37, 42]"
dominant,"[28, 38, 42, 52, 56, 61]"
major,"[28, 56, 59]"
dominant,"[28, 38, 52, 54, 55]"
half-diminished,"[28, 34, 38, 40, 43, 55]"
dominant,"[32, 38, 40, 52]"
minor-seventh,"[28, 38, 43, 43, 47, 52]"
minor-ninth,"[28, 31, 35, 38, 42, 52]"
dominant,"[28, 32, 49]"
dominant-ninth,"[28, 32, 38, 42, 47, 56]"
minor-seventh,"[28, 28, 35, 38, 47]"
major,"[28, 35, 39, 44, 47]"
major,"[28, 35, 39, 44, 47]"
dominant-ninth,"[28, 32, 38, 42, 47]"
dominant,"[35, 41, 49]"
minor-seventh,"[28, 35, 40]"
dominant,"[26, 28, 30, 32, 37]"
dominant-ninth,"[28, 32, 38, 42, 56]"
dominant,"[40, 44, 47, 52]"
minor-seventh,"[28, 35, 40, 43, 47]"
major,"[28, 35, 39, 44, 47]"
minor-ninth,"[28, 38, 43, 47, 52, 64]"
dominant-ninth,"[28, 32, 38, 42, 47, 59]"
dominant,"[29, 40, 52]"
minor-seventh,"[28, 28, 35, 38, 55, 67]"
dominant,"[28, 28, 35, 38, 55, 59, 66]"
dominant,"[23, 23, 30, 33, 50, 54, 61]"
dominant-ninth,"[28, 32, 38, 42, 52, 59, 64]"
minor-seventh,"[28, 28, 35, 38, 50, 62]"
dominant,"[28, 38, 40, 73]"
dominant-ninth,"[28, 32, 38, 42, 56, 68]"
dominant,"[33, 40, 45]"
minor-seventh,"[28, 28, 35, 38, 55, 59]"
minor-sixth,"[28, 28, 35, 38, 55, 59]"
minor-seventh,"[28, 35, 38, 42, 57, 61]"
dominant,"[23, 30, 33, 37, 52, 56]"
dominant-ninth,"[28, 32, 38, 42, 52, 64]"
minor-seventh,"[28, 28, 35, 38, 55, 67]"
suspended-fourth,"[28, 28, 35, 38, 57, 64, 69]"
dominant,"[26, 28, 30, 32, 37, 54, 61, 66]"
minor-ninth,"[28, 38, 40, 66, 71, 78]"
minor-ninth,"[26, 26, 30, 31, 35, 59]"
half-diminished,"[28, 28, 34, 38, 64]"
dominant,"[28, 44, 67]"
minor-seventh,"[28, 28, 35, 38, 62]"
minor-ninth,"[28, 28, 35, 38, 54, 61]"
dominant,"[23, 23, 30, 33, 49, 56]"
dominant-ninth,"[28, 32, 38, 42, 52, 64]"
minor-seventh,"[28, 28, 35, 38, 50, 62]"
dominant,"[28, 38, 40, 73]"
dominant-ninth,"[28, 32, 38, 42, 56, 68]"
dominant,"[33, 40, 45]"
minor-seventh,"[28, 28, 35, 38, 55, 62, 67]"
minor-sixth,"[31, 37, 64]"
dominant,"[28, 29, 56]"
dominant-ninth,"[28, 32, 38, 42, 52, 64]"
minor-seventh,"[28, 28, 35, 38, 55, 62, 67]"
suspended-fourth,"[28, 28, 35, 38, 57, 64, 69]"
dominant,"[26, 28, 32, 37, 54, 61, 66]"
minor-ninth,"[28, 38, 40, 66, 71, 78]"
minor-ninth,"[26, 26, 30, 31, 35, 59]"
half-diminished,"[28, 28, 34, 38, 64]"
dominant,"[28, 44, 67]"
minor-seventh,"[28, 28, 35, 38, 62]"
minor-ninth,"[28, 28, 35, 38, 54, 61]"
dominant,"[23, 23, 30, 33, 49, 56]"
minor-ninth,"[28, 38, 40, 66, 71, 78]"
dominant-ninth,"[28, 32, 38, 42, 68]"
minor-seventh,"[28, 28, 35, 38, 62]"
minor-sixth,"[28, 28, 35, 38, 54, 61]"
dominant,"[23, 23, 30, 33, 49, 56]"
minor-ninth,"[28, 38, 40, 47, 50, 54, 59]"
dominant-ninth,"[28, 32, 38, 42, 56]"
minor-seventh,"[28, 38, 50]"
minor-ninth,"[16, 28, 28, 40, 43, 47, 52]"
major-seventh,"[16, 32, 39, 42, 47]"
minor-11th,"[28, 38, 43, 47, 52, 57]"
dominant-13th,"[28, 38, 42, 44, 49]"
dominant-13th,"[20, 26, 28, 30, 34]"
major-seventh,"[16, 32, 39, 42, 47]"
minor-seventh,"[28, 38, 43, 47, 54]"
dominant-13th,"[16, 26, 38, 42, 44, 49]"
dominant-13th,"[26, 32, 37, 42, 46]"
major-13th,"[28, 39, 44, 49, 54]"
major-13th,"[28, 39, 44, 49, 54]"
minor-ninth,"[28, 38, 43, 47, 50, 54]"
dominant-13th,"[28, 32, 37, 38, 42, 47]"
dominant-13th,"[32, 38, 42, 44, 49]"
dominant,"[38, 41, 44, 48]"
minor-11th,"[16, 31, 50, 54, 57, 62]"
major-13th,"[39, 42, 44, 49, 54, 59]"
dominant-13th,"[38, 42, 44, 49, 56]"
major-ninth,"[32, 37, 39, 42, 47, 51]"
dominant-13th,"[38, 42, 44, 49, 58]"
major-13th,"[32, 37, 39, 42, 47, 51]"
minor-seventh,"[28, 38, 43, 57]"
dominant-13th,"[26, 30, 32, 37, 49]"
major-seventh,"[39, 42, 44, 47, 56]"
minor-ninth,"[28, 38, 42, 57]"
dominant-ninth,"[32, 35, 38, 42, 61]"
major-seventh,"[27, 28, 32, 47]"
minor-ninth,"[28, 38, 42, 59]"
dominant-ninth,"[32, 38, 42, 59]"
minor-seventh,"[28, 31, 38, 47, 57]"
dominant,"[26, 30, 32, 35, 44]"
dominant,"[26, 29, 32, 36, 53]"
major-13th,"[39, 42, 44, 49, 56, 57]"
dominant,"[26, 30, 32, 37, 42]"
dominant,"[26, 30, 32, 37, 42]"
major-seventh,"[32, 39, 42, 47]"
major-seventh,"[39, 42, 44, 49, 56]"
minor-seventh,"[26, 31, 35, 40]"
dominant,"[32, 38, 42, 50]"
minor-seventh,"[26, 31, 35, 46]"
dominant,"[32, 38, 42, 47]"
dominant,"[32, 38, 42, 50]"
minor-seventh,"[38, 42, 43, 47, 61]"
dominant,"[26, 30, 32, 37, 50]"
dominant,"[26, 32, 36, 41]"
major,"[32, 39, 42, 52]"
major,"[32, 39, 42, 54]"
dominant,"[26, 30, 32, 37]"
major,"[32, 35, 39, 42, 54]"
dominant-13th,"[20, 25, 30, 35, 40]"
dominant-13th,"[28, 35, 38, 42, 44, 49]"
dominant-13th,"[16, 32, 37, 39, 42, 47]"
minor-seventh,"[26, 30, 31, 35, 50]"
dominant,"[32, 38, 45]"
minor-seventh,"[26, 30, 31, 35, 50]"
dominant,"[32, 38, 42]"
major,"[27, 28, 32, 35, 51]"
major,"[27, 28, 32, 35, 47]"
minor-seventh,"[26, 31, 35, 45]"
dominant,"[32, 38, 42, 61]"
dominant,"[26, 30, 32, 37, 42]"
major,"[35, 39, 40, 44, 52]"
major-seventh,"[28, 32, 37, 42, 47]"
dominant,"[32, 38, 42, 47, 49, 54, 56]"
major-seventh,"[28, 32, 39, 42, 44, 47, 52]"
minor-seventh,"[31, 35, 38, 42, 45]"
dominant,"[26, 30, 32, 37, 44]"
major-seventh,"[39, 42, 44, 47, 54]"
minor-seventh,"[26, 28, 31, 35]"
dominant,"[32, 35, 38, 42]"
minor-seventh,"[26, 28, 31, 35]"
dominant,"[32, 35, 38, 42]"
major-seventh,"[27, 28, 32, 35, 39]"
minor-seventh,"[26, 28, 31, 35, 43]"
dominant,"[37, 38, 42, 44]"
minor-seventh,"[28, 35, 38, 43, 45]"
dominant-ninth,"[30, 32, 38, 40]"
major-seventh,"[27, 28, 32, 40]"
dominant-ninth,"[32, 35, 38, 42, 49]"
major-seventh,"[39, 42, 44, 49, 59]"
dominant,"[38, 42, 44, 49, 56]"
major-seventh,"[28, 32, 39, 42, 49]"
dominant,"[38, 42, 44, 49, 54, 61]"
major-minor,"[31, 35, 39, 43, 47, 54]"
major-seventh,"[28, 37, 44, 51, 54, 56, 59]"
dominant,"[28, 35, 44]"
dominant-13th,"[28, 38, 41, 44, 49]"
dominant,"[28, 32, 43, 44]"
dominant,"[28, 38, 44, 50]"
dominant,"[28, 38, 41]"
minor-seventh,"[28, 38, 43]"
dominant,"[16, 40, 44]"
minor-seventh,"[28, 38, 43]"
dominant,"[16, 40, 44]"
major,"[28, 35, 37, 42, 44]"
dominant,"[28, 38, 44, 46]"
dominant,"[28, 38, 44, 46]"
minor-seventh,"[28, 38, 43]"
minor-seventh,"[28, 38, 43]"
minor-seventh,"[28, 35, 43]"
minor,"[28, 35, 38, 43]"
minor-seventh,"[28, 31, 38, 40, 47]"
minor-seventh,"[28, 31, 38, 40, 47]"
major-seventh,"[28, 35, 38, 44]"
major-seventh,"[28, 35, 39, 44]"
major-seventh,"[28, 39, 44]"
dominant,"[28, 38, 44]"
major-seventh,"[28, 35, 38, 44]"
major-seventh,"[28, 35, 39, 44]"
major-seventh,"[28, 35, 44]"
major-seventh,"[28, 35, 44]"
dominant,"[28, 38, 44, 46]"
major-seventh,"[28, 35, 39, 44]"
major,"[28, 35, 44]"
major,"[28, 35, 44]"
major,"[28, 35, 39, 44]"
major-ninth,"[28, 39, 44, 54]"
dominant,"[28, 38, 44, 53]"
minor-seventh,"[28, 38, 43, 54]"
dominant,"[28, 38, 44, 46]"
minor-seventh,"[28, 38, 43, 54]"
major,"[28, 44, 50, 61]"
major-ninth,"[28, 39, 44, 54]"
dominant,"[28, 38, 44, 48]"
minor-sixth,"[28, 31, 37, 42]"
dominant,"[28, 32, 38, 43]"
minor-sixth,"[28, 43, 49, 54]"
minor-sixth,"[16, 31, 37, 42]"
major-seventh,"[28, 39, 44, 58]"
dominant,"[28, 38, 44, 55]"
minor-seventh,"[16, 31, 38, 42, 47]"
dominant,"[16, 38, 44]"
minor-seventh,"[16, 31, 38, 45]"
dominant,"[28, 41, 50, 56]"
major-seventh,"[28, 39, 42, 46]"
dominant,"[28, 38, 44, 48, 55]"
minor-sixth,"[16, 31, 37, 42, 45]"
minor-seventh,"[28, 31, 38, 42, 55]"
major,"[40, 56, 59]"
major,"[32, 42, 54]"
minor-sixth,"[31, 35, 47, 52]"
major,"[35, 52, 57]"
major-sixth,"[30, 40, 44, 49]"
major,"[35, 44, 47, 51, 54]"
diminished-seventh,"[32, 39, 40, 43, 46, 51]"
minor-seventh,"[33, 45, 52, 55, 59, 62]"
dominant,"[28, 47, 50, 52, 56]"
suspended-fourth,"[28, 40, 54]"
major,"[20, 44, 47, 54]"
major,"[32, 40, 47, 54]"
minor-sixth,"[31, 40, 43, 47, 49, 52]"
major,"[35, 52, 57]"
major-sixth,"[28, 32, 35, 37]"
major-ninth,"[28, 35, 39, 42]"
suspended-fourth,"[28, 38, 42, 45, 47]"
suspended-fourth,"[28, 38, 54, 57]"
major,"[28, 40, 44, 52]"
dominant,"[29, 41, 45, 53]"
dominant,"[32, 38, 41, 47]"
minor,"[28, 43, 47]"
minor-ninth,"[28, 42, 45]"
minor-sixth,"[40, 47, 55]"
diminished-seventh,"[23, 50, 54]"
minor,"[28, 55, 59]"
minor-seventh,"[28, 47, 50, 57]"
suspended-fourth,"[28, 38, 43, 47]"
dominant-ninth,"[28, 38, 48, 54, 56, 60]"
dominant,"[28, 47, 50, 54, 59]"
major,"[40, 52, 56]"
major,"[32, 42, 44, 54]"
major,"[35, 52, 57]"
minor,"[31, 43, 47, 52]"
major,"[32, 40, 47, 54]"
diminished-seventh,"[28, 37, 43, 49]"
minor-seventh,"[28, 38, 43, 47, 50]"
dominant,"[28, 38, 47, 56]"
major,"[20, 28, 35, 44]"
dominant,"[32, 38, 40, 47]"
major-sixth,"[28, 56, 61]"
minor-sixth,"[31, 35, 43, 52]"
major,"[35, 44, 47, 54]"
diminished-seventh,"[32, 40, 46, 49]"
suspended-fourth,"[28, 42, 57]"
major,"[28, 35, 40, 44, 52]"
major,"[28, 28, 35, 44]"
dominant,"[35, 38, 40, 44]"
major,"[28, 35, 40, 44, 52]"
minor-seventh,"[28, 31, 38, 42, 47]"
dominant,"[28, 38, 44, 49, 52]"
minor-seventh,"[28, 31, 38, 42, 47]"
dominant,"[28, 38, 44, 49, 52]"
minor-seventh,"[28, 31, 38, 42, 47]"
dominant,"[28, 38, 44, 49, 52]"
minor-seventh,"[38, 42, 47]"
dominant,"[28, 38, 44, 49, 52]"
half-diminished,"[35, 42, 45]"
dominant,"[28, 32, 42, 47, 50]"
minor-seventh,"[31, 35, 42]"
dominant,"[28, 32, 38, 42, 47]"
major,"[28, 32, 37, 42, 47]"
half-diminished,"[28, 31, 38, 46]"
dominant,"[28, 38, 47, 52]"
major,"[28, 32, 37, 42, 47]"
minor-seventh,"[28, 35, 43, 50]"
major-seventh,"[28, 39, 44, 47]"
minor-seventh,"[28, 31, 35, 38, 45]"
dominant,"[35, 38, 40, 44, 47]"
minor-seventh,"[28, 31, 35, 38, 45]"
dominant,"[35, 38, 40, 44, 47]"
major-seventh,"[28, 32, 35, 39, 47]"
minor-seventh,"[28, 31, 35, 38, 40]"
dominant,"[35, 38, 40, 44, 52]"
minor-seventh,"[28, 31, 35, 38, 45]"
dominant,"[35, 38, 40, 44, 47]"
minor-seventh,"[28, 31, 35, 38, 45]"
dominant,"[35, 38, 40, 44, 47]"
dominant,"[30, 33, 35, 38, 47]"
minor-seventh,"[28, 31, 35, 52]"
dominant,"[20, 26, 28, 40]"
minor-seventh,"[28, 31, 38, 42, 47]"
dominant,"[28, 38, 44, 49, 52]"
minor-seventh,"[38, 42, 47]"
dominant,"[28, 38, 44, 49, 52]"
minor-seventh,"[28, 31, 38, 42, 47]"
dominant,"[28, 38, 44, 49, 52]"
minor-seventh,"[38, 42, 47]"
dominant,"[28, 38, 44, 49, 52]"
half-diminished,"[35, 42, 45]"
dominant,"[28, 32, 42, 47, 50]"
minor-seventh,"[31, 35, 42]"
dominant,"[28, 32, 38, 42, 47]"
major,"[28, 32, 37, 42, 47]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[35, 38, 40, 40, 42, 43, 45, 45, 45, 47, 48, 50]"
suspended-fourth,"[37, 40, 42, 42, 44, 45, 47, 47, 47, 49, 50, 52]"
suspended-fourth,"[40, 43, 45, 45, 47, 48, 50, 50, 50, 52, 53, 55]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[40, 45, 47, 50]"
suspended-fourth,"[28, 33, 38, 45]"
dominant,"[28, 32, 38, 44, 47]"
major-seventh,"[28, 39, 44]"
minor,"[28, 31, 35, 38, 47, 49]"
dominant,"[28, 50, 56, 59]"
major-seventh,"[28, 32, 42, 49]"
dominant,"[28, 44, 49, 50]"
major,"[20, 30, 42, 47]"
minor-seventh,"[28, 35, 38, 43, 54, 62]"
minor-seventh,"[35, 39, 47]"
suspended-fourth,"[28, 38, 45, 52]"
dominant-ninth,"[28, 38, 45, 52]"
dominant-ninth,"[28, 38, 42, 47]"
major-seventh,"[28, 39, 44, 51, 56]"
major-sixth,"[28, 37, 44, 49, 56]"
dominant,"[28, 38, 49, 56]"
dominant,"[24, 36, 44]"
major-sixth,"[30, 42, 49]"
major-seventh,"[27, 39, 44]"
minor,"[28, 43, 47]"
major-seventh,"[28, 30, 44]"
dominant,"[28, 44, 50, 53, 60]"
dominant-13th,"[28, 38, 44, 49, 54]"
suspended-fourth,"[28, 33, 38, 45]"
dominant,"[28, 32, 47]"
major-seventh,"[20, 27, 35, 39, 40]"
major-seventh,"[28, 35, 39, 44]"
minor-seventh,"[28, 35, 38, 43]"
minor-seventh,"[28, 35, 38, 43]"
major-seventh,"[28, 35, 39, 44]"
minor-seventh,"[35, 38, 40, 43, 45, 57]"
suspended-fourth,"[28, 33, 35, 38, 42, 54]"
dominant,"[28, 32, 35, 38, 44, 56]"
major,"[28, 52, 59, 64]"
dominant,"[32, 36, 40]"
dominant-ninth,"[32, 38, 42]"
major,"[20, 42, 47]"
major,"[24, 36, 44]"
minor-ninth,"[28, 42, 43]"
minor-11th,"[28, 43, 46]"
dominant,"[29, 38, 49, 52]"
dominant,"[32, 36, 40, 44]"
major-seventh,"[28, 47, 51, 58]"
minor-seventh,"[28, 50, 55]"
minor-ninth,"[21, 26, 35, 42, 45]"
dominant-ninth,"[28, 32, 42, 50, 52]"
dominant,"[26, 32, 38, 40]"
dominant,"[32, 38, 48, 52]"
suspended-fourth,"[28, 33, 35, 38, 49, 56]"
major-sixth,"[32, 35, 37, 42, 49]"
other,"[28, 31, 34, 37, 43]"
major-seventh,"[23, 27, 28, 32, 35]"
dominant,"[32, 36, 40]"
minor,"[31, 35, 40, 43]"
suspended-fourth,"[33, 38, 40, 44]"
dominant-ninth,"[26, 32, 35, 38]"
major,"[20, 30, 35, 44]"
dominant-ninth,"[28, 38, 42, 49, 52]"
dominant,"[28, 49, 50, 54]"
major-seventh,"[16, 44, 47, 52]"
dominant,"[32, 38, 40]"
suspended-fourth,"[28, 33, 35, 40]"
major-seventh,"[27, 28, 35, 44]"
minor-sixth,"[31, 38, 42, 49]"
dominant,"[26, 33, 37, 47]"
major-seventh,"[35, 39, 40, 44, 49]"
dominant,"[26, 32, 37, 40]"
dominant,"[26, 32, 37, 40]"
dominant-ninth,"[26, 32, 37, 40]"
dominant,"[32, 39, 40, 47]"
major-seventh,"[30, 32, 39, 44, 56]"
minor-sixth,"[31, 35, 38, 42, 49, 61]"
dominant,"[26, 30, 32, 37, 47, 59]"
major-sixth,"[32, 37, 39, 42, 49, 61]"
dominant-ninth,"[38, 42, 44, 49, 58]"
minor,"[26, 30, 31, 35, 52]"
dominant,"[33, 37, 38, 42, 59]"
dominant,"[26, 32, 37, 54]"
minor,"[26, 31, 35, 47, 50]"
dominant,"[32, 38, 42, 54, 59]"
major-sixth,"[28, 32, 35, 47, 52]"
dominant-ninth,"[32, 35, 38, 42, 54]"
major-seventh,"[27, 28, 32, 35, 52]"
power,"[28, 32, 36, 52]"
major-seventh,"[39, 40, 44, 47, 51, 58]"
dominant-ninth,"[38, 40, 44, 49, 54]"
dominant,"[23, 28, 32, 38, 43]"
minor-ninth,"[28, 35, 40, 42, 43]"
dominant,"[28, 40, 47, 56]"
major,"[28, 35, 40, 44, 52]"
power,"[28, 35, 40, 44, 52]"
major-seventh,"[35, 39, 40, 44, 49, 58]"
dominant,"[35, 38, 40, 44, 49, 56]"
suspended-fourth,"[28, 35, 40, 45]"
major,"[26, 32, 37, 40]"
dominant,"[26, 32, 37, 40]"
dominant,"[26, 32, 37, 40]"
dominant-ninth,"[26, 32, 37, 40]"
dominant,"[32, 38, 42, 48, 52]"
suspended-fourth,"[28, 33, 38, 47, 56]"
dominant,"[28, 32, 36, 48]"
major-sixth,"[35, 37, 42, 54, 61]"
other,"[28, 34, 37, 43, 49]"
minor,"[28, 31, 35, 43]"
dominant,"[23, 26, 32, 35, 40]"
minor-seventh,"[28, 35, 42, 43]"
minor-seventh,"[26, 35, 40, 43]"
dominant,"[29, 34, 38]"
minor-seventh,"[26, 31, 35, 40]"
minor-seventh,"[28, 31, 43, 50]"
suspended-fourth,"[26, 28, 33, 40]"
minor-seventh,"[26, 31, 35]"
dominant,"[32, 38, 44]"
minor-seventh,"[29, 43, 47, 50, 54]"
minor,"[28, 31, 35, 38, 42, 54]"
major,"[28, 35, 44, 47, 52, 56]"
major,"[20, 32, 40, 44, 47, 52]"
minor,"[16, 28, 35, 40, 43]"
dominant,"[32, 40, 44, 47, 50]"
major,"[28, 40, 47, 52, 56, 59]"
dominant,"[35, 44, 50, 52, 56, 64]"
major,"[23, 28, 32, 40, 44, 47]"
major,"[28, 40, 47, 52, 56, 59]"
dominant,"[35, 44, 50, 52, 56, 64]"
major,"[23, 32, 35, 40, 44, 47]"
major,"[20, 28, 32, 35, 40]"
minor,"[28, 35, 40, 43]"
dominant,"[28, 35, 44, 52]"
