label,notes
dominant,0000000000000000000000000001000000000100000100100001000000000000000000000000000000000000
minor-ninth,0000000000000000000000000001000000000100011000100000000000000000000000000000000000000000
dominant-ninth,0000000000000001000000000001000100000100010000000000000000000000000000000000000000000000
minor,0000000000000000000000000001000000000001001000100000000000000000000000000000000000000000
minor-ninth,0000000000000000000000000001000000000100011000100000000000000000000000000000000000000000
dominant-ninth,0000000000000001000000000001000100000100010000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000101001000000000000000000000000000000000000000000000
dominant,0000000000000001000000000000000000000100010000100000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100100001000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000001000100001000000000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000100000100010000000000000000000000000000000000000000000000
major,0000000000000000000000000001000000100000010100000000000000000000000000000000000000000000
major,0000000000000000000000000001000000100001010100000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000100100011000000100010000000000000000000000000000000000
major,0000000000000000000100000001010000100000000000000000000000000000000000000000000000000000
major-ninth,0000000000000000000000000001000000100011000100000000000000000000000000000000000000000000
major-ninth,0000000000000001000000000001000000000000010100100010000000000000000000000000000000000000
major-ninth,0000000000000001000000000000000100100010010000000000000000000000000000000000000000000000
major-ninth,0000000000000001000000000000000100100010010000000000000000000000000000000000000000000000
major-ninth,0000000000000000000000000001000000100010000000100000000100000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100100100000000000000000000000000000000000000
minor-ninth,0000000000000000000000000001000000000101011000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000000101000000000000000000000000000000000000000
major,0000000000000001000000000000000100000000000100100000000000000000000000000000000000000000
major-ninth,0000000000000000000000000001000000100010000100001000000100000000000000000000000000000000
augmented-seventh,0000000000000000000000000001000000000100000100010100000000000000000000000000000000000000
minor-11th,0000000000000001000000000000001000000100010010000000000000000000000000000000000000000000
dominant,0000000000000001000000000000000100000100001000010000000000000000000000000000000000000000
minor-seventh,0000000000000000000010000000000000000001001000100100000000000000000000000000000000000000
dominant,0000000000000000000000000000000001000000000100000101000000000000000000000000000000000000
major-ninth,0000000000000000000000000001000000100010010100000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100100001000000000000000000000000000000000000
minor-ninth,0000000000000000000000000001000000000100011000100000000000000000000000000000000000000000
dominant-ninth,0000000000000001000000000001000100000100010000000000000000000000000000000000000000000000
minor,0000000000000000000000000001000000000001001000100000000000000000000000000000000000000000
minor-ninth,0000000000000000000000000001000000000100011000100000000000000000000000000000000000000000
dominant-ninth,0000000000000001000000000001000100000100010000000000000000000000000000000000000000000000
major-ninth,0000000000000000000000000001000000100000010100000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100101001000000000000000000000000000000000000000000000
dominant,0000000000000001000000000000000000000100010000100000000000000000000000000000000000000000
major-ninth,0000000000000000000000000010000001000110101001000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100100001000000000000000000000000000000000000
minor-seventh,0000000000000001000000000000001000000001000000000000000000000000000000000000000000000000
dominant,0000000000000001000000000000000000000100000100100000000000000000000000000000000000000000
major-ninth,0000000000000000000000000001000000100000000000100000000000000000000000000000000000000000
minor,0000000000000001000000000001000000000001000000000000000000000000000000000000000000000000
major,0000000000000001000000000001000000000001000000000000000000000000000000000000000000000000
minor,0000000000000001000000000001000000000000001000100000000000000000000000000000000000000000
minor,0000000000000001000000000001000000000001000000000000000000000000000000000000000000000000
major,0000000000000001000000000001000000000001000000000000000000000000000000000000000000000000
major,0000000000000000000100000000000100000001000100100001000000000000000000000000000000000000
major-ninth,0000000000000000000000000001000000100001000100000000000000000000000000000000000000000000
major,0000000000000000000000000001000000100001010100000000000000000000000000000000000000000000
minor-ninth,0000000000000000000000000001000000100100011000000100010000000000000000000000000000000000
major,0000000000000000000100000001010000100000000000000000000000000000000000000000000000000000
major-ninth,0000000000000000000000000001000000100011000100000000000000000000000000000000000000000000
major-ninth,0000000000000000000000000000000000100001010000000000000000000000000000000000000000000000
major-ninth,0000000000000000000000000001000000100001000100000000000000000000000000000000000000000000
