label,notes
major,0000000000000000000100000000010100100010000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000000000010000000000100100100100000000000000000000000000000000000
dominant,0000000000000000000000100000000100010100100000000000000000000000000000000000000000000000
dominant-13th,0000000000000000000000000010000000000100000101001000000000000000000000000000000000000000
minor-seventh,0000000000000000000010000000011000100100000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000000000010000000000000000100100101000000000000000000000000000000
major,0000000000000000000000000000000100100010010000000000000000000000000000000000000000000000
dominant,0000000000000000000000010000000000000100001100010000000000000000000000000000000000000000
dominant-13th,0000000000000000000000100000000000000000000100001100010000000000000000000000000000000000
dominant-13th,0000000000000000000010000000000000000000000100001100010000000000000000000000000000000000
minor-11th,0000000000000000000000000100000000000000000000000001000011000100000000000000000000000000
dominant,0000000000000000000000000001000000000000000000000100001100010000000000000000000000000000
minor,0000000000000000000000000001000000000000000000000000001000101000010000000000000000000000
dominant,0000000000000000000000000000000100010100001000000000000000000000000000000000000000000000
dominant,0000000000000000000000000000000100010100001000000000000000000000000000000000000000000000
minor,0000000000000000000000000001000000000000000000000100011000001000000000000000000000000000
minor,0000000000000000000000100000000000000100011000001000000000000000000000000000000000000000
half-diminished,0000000000000000000000010000000000000101001001000000000000000000000000000000000000000000
dominant,0000000000000000000000000000001000000000000101010001000000000000000000000000000000000000
minor,0000000000000000000000000000000010000000000000001000011000100000000000000000000000000000
dominant,0000000000000000000100000000000000000000000100001100010000000000000000000000000000000000
diminished-seventh,0000000000000000000000001000000000000000001001001001000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000100000000001000100100000000000000000000000000000000000000
dominant,0000000000000000000000000000000010000000000000000000100100100100000000000000000000000000
minor-seventh,0000000000000000000010000000000000000000001000100100010000000000000000000000000000000000
dominant,0000000000000000000000001000000000000100100100010000000000000000000000000000000000000000
major,0000000000000000000000000001000000000000000000100010010100000000000000000000000000000000
major,0000000000000000000000000001010100100000000000100000000000000000000000000000000000000000
major,0000000000000000000000000001000000100000010100100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000100100000000000000000000000000000000000000
minor-sixth,0000000000000000000000000001000000101000001000100000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100001000100000010000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000000100101000000001000010000000000000000000000000000000000000000
major,0000000000000000000000000001000000100000010100000000010000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000100100000000000000000000000000000000000000
minor-sixth,0000000000000000000000000001000000101000000000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100000010000000000010000100000000000000000000000000000
dominant-ninth,0000000000000000000000000000100101000100000000000000001000000000000000000000000000000000
major,0000000000000000000000000001000000100000010100000000010000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000100100000000000000000000000000000000000000
minor-sixth,0000000000000000000000000001000000101000001000100000000000000000000000000000000000000000
major,0000000000000000000000000011000100100010000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000100000100010000000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000101001000100000000000000000000000000000000000000000
dominant,0000000000000000000000000100010101001000000000000000000000000000000000000000000000000000
dominant,0000000000000000000000100100000100100000000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000101001000100100000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000000000100100101000100000000000000000000000000000000000000000000
major,0000000000000000000000100001000100100000000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000100101001000100000000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000100100011000100000000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000000001000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000100000100010001000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000100000100010000010000000000000000000000000000000000000000
dominant,0000000000000000000000000001000100000100010001000000000000000000000000000000000000000000
dominant-13th,0000000000000000000000000001000100000100100000001000000000000000000000000000000000000000
major,0000000000000000000000000000000100101001000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001001000000100001000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000100000100000100000000000000000000000000000000000000000000
major,0000000000000000000000000000010100100010000000000000000000000000000000000000000000000000
dominant-13th,0000000000000000000000000100000100001000000001000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000000000100001000010000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000100001000000100010000100000000000000000000000000000
dominant-13th,0000000000000000000000000100010100001000010000001000000000000000000000000000000000000000
dominant,0000000000000000000000000100000100000000000000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000100000001000000100001000000100000000000000000000000000000000000000
dominant,0000000000000000000000000000000100000001000100000000000000000000000000000000000000000000
major,0000000000000000000000000000000100000000000100100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000001000100000001000100000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000001000100000001000100000000000000000000000000000
minor-seventh,0000000000000000000000000000001000000100000000000000001000000000000000000000000000000000
dominant,0000000000000000000000000000000100000100010000000000000100000000000000000000000000000000
dominant,0000000000000000000000000000000000000100000100000001000000000000000000000000000000000000
dominant,0000000000000000000000000000000000000100000100001001000000000000000000000000000000000000
half-diminished,0000000000000000000000000001000000001000001001000010000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000010000100100010000000000000000000000000000000000000
dominant,0000000000000000000000000001010100100000000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100011000000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000100000100010000010000000000000000000000000000000000000000
dominant,0000000000000000000000000001000100000100010000001000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000100010100000100000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000010010100000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000010000100100000010000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010001001000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000100010000100000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000001000001001000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001001000100100001000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010100000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010000100001000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100010000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100100100000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100011000100000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000000000001000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001001000100100001000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010100000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000000000010001001000000000000000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000000000100100010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100010001000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000001000000100010000100000000000000000000000000000000000000000
dominant,0000000000000000000000000000000100001000100000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000000100100001000000000000000000000000000000000
dominant-13th,0000000000000000000000000001000100000100010000001000000000000000000000000000000000000000
dominant-13th,0000000000000000000000000001000000000000000000000100010000000100000000000000000000000000
dominant,0000000000000000000000000001000000000100000100100000100000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000010000000100010000100000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001010000000010000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000101001000000001000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000010000100100000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010010000001000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000001000100000010000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100100000001000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000101001000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010000001000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000000100001001000000000000000000000000000000000
dominant,0000000000000001000000000000000100000100100001000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000000100000001000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100100001000000000000000000000000000000000000000
half-diminished,0000000000000000000000000001001001000010000000000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000000000100100010000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010000100000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000000000000100010000100000000000000000000000000000000
half-diminished,0000000000000000000000000000001000001010000001000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000000100100010000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000001000100000100000000000000000000000000000000
dominant,0000000000000000000000000001000001000000000100000100010001000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000000000000100010000100000000000000000000000000000000
dominant,0000000000000001000000000000000000000100001001000000000000000000000000000000000000000000
dominant,0000000000000001000000000000000000000000010001001000000000000000000000000000000000000000
dominant,0000000000000001000000000000000000000100001000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100001000100100000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000000100100001000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010100000000000000000000000000000000000000000000
major-seventh,0000000000000000000000000001000000000000000101000010000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000001010001000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100001000000000001000000100000000000000000000000000
dominant,0000000000000000000000000001000100000001000000010000001000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000101010000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000010000000000010101000001000000000000000000000000000000000
minor-seventh,0000000000000000000000000001001000100100000000000000000000000000000000000000000000000000
diminished,0000000000000000000000000001000001000001000001000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000010000000000010000000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000101000000000101000000000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000100001010000100001000100000000000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000010000100000010000000000000000000000000000000000000000000
dominant,0000000000000000000000000000000100000000000000101000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000100000010100100000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000100100000010100100000000000000000000000000000000000000000
dominant,0000000000000000000000000001000100000100000000010000001000000000000000000000000000000000
diminished,0000000000000000000000000001000001000000001001000000000000000000000000000000000000000000
major,0000000000000000000000000000000100000001000000100001000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010100001000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000101001010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000101010000000000010000100000000000000000000000000000
minor-seventh,0000000000000000000000000001001000000000011000100000000000000000000000000000000000000000
minor-seventh,0000000000000000001000000000000000100001010000000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000000000100000001010000000010000000000000000000000000000000000000
major,0000000000000000000000000001000000100000000100000001000000000000000000000000000000000000
dominant,0000000000000000000000000001000000100101000100100000000000000000000000000000000000000000
diminished,0000000000000000000000000001000001001000001000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000001000000101000000100000000000000000000000000000000000000000000
dominant,0000000000000000000000000000000100000101000000000100000000000000000000000000000000000000
minor,0000000000000000000000000001000010100000001000000000000000000000000000000000000000000000
dominant,0000000000000000000000000000000100000101000000100000000000000000000000000000000000000000
minor,0000000000000000000000000100001010100001000000000000000000000000000000000000000000000000
major-minor,0000000000000000000000000001000000001001011000001000000000000000000000000000000000000000
dominant,0000000000000000000000000001000100001100000100000000000000000000000000000000000000000000
major,0000000000000000000000000000000100000000010000001010000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000010000101000010000000010000000000000000000000000000000000
dominant,0000000000000000000000000001000100000101000100000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100000011000100000000010000000000000000000000000000000
suspended-fourth,0000000000000000000000000000000010000100100000001000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100010000000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000000010101000000000000000000000000000000000000000000
major,0000000000000000000000000000000010000001001000000000000000000000001000000000000000000000
diminished,0000000000000000000000000000000000001000001001000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001001000000000010010000000000000000000000000000000000000000000
dominant,0000000000000000000100000101000001000100000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000100000000000000100001000000000000000000000000000000000
dominant,0000000000000000000100000000000000100000010000000000000000000000000000000000000000000000
major,0000000000000000000000000000000100000000000100100001000000000000000000000000000000000000
major,0000000000000000000000000001000000000010010100000000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000000000100100000000100000000000000000000000000000000
dominant,0000000000000000000000000000000100100100000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000100000010000000001000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000100000000100100000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000000000000000000000100000000000000000000000000
dominant,0000000000000000000000000001000000000100000000000000001000000000000000000000000000000000
minor-seventh,0000000000000001000000000000001000100000000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000100001000000100000000000000000000000000000000000000000000000000
minor,0000000000000000000000000001000000000000001000000010000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000010000000010000000001000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000000100000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000010000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100000010100000000000000000000000000000000000000000
major,0000000000000000000000100000000100000000000000001000000000000000000000000000000000000000
dominant,0000000000000000000000000001000100000000000100000000000000000000000000000000000000000000
major,0000000000000000000000000001000000100010000010000000000000000000000000000000000000000000
dominant,0000000000000000000000000100000100000000000000000001000000000000000000000000000000000000
dominant,0000000000000000000000000000000000001000100000100001000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000100000001000000100000000000000000000000000000000000000
dominant,0000000000000000000000000001000000100000000000000100000000000000000000000000000000000000
dominant,0000000000000000000000000000000010000001000010000001000000000000000000000000000000000000
major,0000000000000000000000100001000000100010000000000000000000000000000000000000000000000000
minor,0000000000000000000000000001000000100000001000000000000000100000000000000000000000000000
dominant,0000000000000000000100000001000000100000000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000010000000001000000100001010000000000000000000000000000000000000000000
major,0000000000000000000000000001000000000010000100000000000000000000000000000000000000000000
major,0000000000000000000000000000000100000000000000100000000100000000000000000000000000000000
diminished,0000000000000000000000000001000000000000001000000000000001000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000001000100000000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000000000100000000011000000000000000000000000000000000000000
major,0000000000000000000000000001000000100000000100100000000000000000000000000000000000000000
minor,0000000000000000000000000001000000000000001000000100000000000000000000000000000000000000
major,0000000000000000000000000000000100100000010000100001000000000000000000000000000000000000
major,0000000000000000000000000001000000100000000100001000000000000000000000000000000000000000
major,0000000000000000000000000001000000100010000000000010000000000000000000000000000000000000
major-sixth,0000000000000000000000000001000000001000000100000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000001000000000100001000000000010000000000000000000000000000000000
dominant,0000000000000000000000000001000100000100000000000100000000000000000000000000000000000000
major-sixth,0000000000000000000000000000000000001000000100100000000000000000000000000000000000000000
dominant,0000000000000000001000100101000100100001000000000000000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000000000101000010000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000100001000000000000000010000000000000000000000000000000
dominant,0000000000000000000000000001000000000000000100000000000000000000000000001000000000000000
minor-seventh,0000000000000000000000000001000000000000001000000001000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000000100101000000000001000000000000000000000000000000000000
minor,0000000000000000000000000001000000000000001000000000010000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000000000100000001000000000000000000000000000000000000000000
major,0000000000000000000000000001000000000000000100100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000101001000000000010000000000000000000000000000000000000000000000
major,0000000000000000000000000000000000100000000100000000000000000000000100000000000000000000
dominant,0000000000000000000000000001000100000000000001000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000100000000000000100000000000000000010000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000000000100000010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000100000101000000100000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000001000000010000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000001000100000000000000000000000000000000000000000
major,0000000000000000000000000000000100000000000000100000000000100000000000000000000000000000
major-minor,0000000000000000000000000001000000000000001000000000000000000010000000000000000000000000
dominant,0000000000000000000000000001000000000101000000000000000000000000000000000000000000000000
major,0000000000000000000000000001000000100000000100100000000000000000000000000000000000000000
diminished,0000000000000000000000100000000000001000000000001000000000000000000000000000000000000000
major,0000000000000000000000100001000000001000000010000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000100000000100000000000001000000000000000000000000000000000
major,0000000000000000000000000001000000100000000100000000000000000000000000000000000000000000
dominant,0000000000000000000000000100000100000000000000100000000000000000000000000000000000000000
dominant,0000000000000000000000000000000000001000100000001000000000000000000000001000000000000000
dominant,0000000000000000000000000100010100001100010000000100010000000000000000000000000000000000
dominant,0000000000000000000000000001000000000001010000000000010000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000010100000000100000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000001010000000000000000000000010000000000000000000000
major,0000000000000000000000000000000100000000010100100001000000000000000000000000000000000000
diminished,0000000000000000000000000001000000000001001000010010000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000101000010100000010000000000000000000000000000000000
major,0000000000000000000000000001000000000000000100101010010000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000010000000010000000100000000000000000000000000000000000000
dominant,0000000000000000000000100001000000000000100000000000000000000000000000000000000000000000
major,0000000000000000000000000001000000000000000100000000010000000000000000000000000000000000
dominant,0000000000000000000000000100000100000000000000000100000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000101000000000000010000000000000000000000000000000000
minor-seventh,0000000000000001000000000000001000100000000010000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000001000100000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000001000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000100000000000100000000000100000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000100010000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000101000000000010000000000000000000000000000000000000
minor-seventh,0000000000000000000000000100001010100001000000000000000000000000000000000000000000000000
major,0000000000000000000000100001000000100000000000100000000000000000000000000000000000000000
dominant-ninth,0000000000000000000000000001000000000000010100000000000000100000000000000000000000000000
major,0000000000000000000000000001000000100000000100100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000101011000000000000000000000000000000000000000000000
diminished,0000000000000000000000000001000000001001001001001000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000101001000100000000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000010100100000000100000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100000100000000100000001000000000000000000000000000
major,0000000000000000000000000001000100000000000100001000000000000000000000000000000000000000
minor,0000000000000000000000000001000000100000001000101000001000001000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100001010010100000010000000000000000000000000000000000
dominant,0000000000000001000000000000001000000100000101000100000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000000000100001100000100000000000000000000000000000000
major,0000000000000000000000000000000100000000010100100010000000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000010000100000010000000010000000000000000000000000000000000
dominant,0000000000000000000000000000000100000000100001000000000000000000000000000000000000000000
major-minor,0000000000000000000000000001001000100010000000100010000010000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000010000100010000001000000000000000000000000000000000000000
dominant,0000000000000000000000000001000100000101000000100000000000000000000000000000000000000000
major,0000000000000000000000000001000000000000000101000000000001000000000000000000000000000000
dominant,0000000000000000000000000001000000000000000000000000000000000100000000000100000000000000
dominant,0000000000000000000000000001000000000100000000100000000000100000000000000000000000000000
minor-seventh,0000000000000000000000100000000000000100000000000001000000000001000000000000000000000000
major,0000000000000000000000000000000100100011000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000010000001001010100000000000100000000000100000000000000000
dominant,0000000000000000000000000001000000100001010101001000010000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100101001000000100000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000010000001000010000000000010000000000000000000000000000
major-sixth,0000000000000000000000000001000000000000000100000010010000000000000000000000000000000000
suspended-fourth,0000000000000000000000000001000000000100000010000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000001000000000001000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000001000000000000000010000000000010000000000000000
major,0000000000000000000000000001000000000000000100000110000000000110000000000000000000000000
suspended-fourth,0000000000000000000000000001000000000101010000000100000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000001000000000000000000100000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000001000000000000000000000001000000000000000000000
suspended-fourth,0000000000000000000000000001000000000000010010000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000001000000100000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000000000001000000000000000000001000000000000000000000000
major,0000000000000000000000000001000000000000000100000000000000000010000000000000000000000000
suspended-fourth,0000000000000000000000000001000000000001010000100000000000000000000000000000000000000000
major,0000000000000000000000000001000000100001000100000001000000000000000000000000000000000000
dominant,0000000000000000000000000001000000100000000100000010000100000000000000000000000000000000
major,0000000000000000000000000001000000100001000100000001000000000000000000000000000000000000
minor-seventh,0000000000000001000000010000001000000100001000000001000000000000000000000000000000000000
dominant,0000000000000001000000000001000000101001000000001000000000000000000000000000000000000000
major,0000000000000001000000000000000100000000000100000000000000000000000000000000000000000000
major,0000000000000001000000000001000000000000000100100000000100000000000000000000000000000000
major,0000000000000001000000000001000000000000000100100010000100000000000000000000000000000000
major,0000000000000001000000000001000000000001000100000001000000000000000000000000000000000000
minor-seventh,0000000000000001000000000001001000000001001000000000000000000000000000000000000000000000
dominant,0000000000000001000000000001000000000000000100000100000100000000000000000000000000000000
major,0000000000000000000100000000000100000001000000100001000000000000000000000000000000000000
major,0000000000000001000000000001000000000000000100100000000100000000000000000000000000000000
major,0000000000000000000100000000000100000000000000000001000000100001000000000000000000000000
major,0000000000000001000000000001000000000000000100100000000100000000000000000000000000000000
dominant-ninth,0000000000000001000000000001000000000001010100100000000000000000000000000000000000000000
major,0000000000000001000000000001000000000010010100100000000000000000000000000000000000000000
dominant,0000000000000000000000000000000000001000010010000000000000000000000000000000000000000000
dominant,0000000000000001000000100000000100100000010000000000000000000000000000000000000000000000
dominant-ninth,0000000000000001000000000001000000100000010100100000000000000000000000000000000000000000
major,0000000000000000000000100000000000100000000000000010000000100010000000000000000000000000
major,0000000000000001000000100000000000000011000000000000000000000000000000000000000000000000
major,0000000000000001000000000000000100000000000000100010010000000000000000000000000000000000
major,0000000000000001000000000001000000000000000000001001000000000000000000000000000000000000
major,0000000000000001000000000001000000000001000100100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000001000000101000000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000001000000100100001000000000000000000000000000000000000000000000
major-minor,0000000000000000000000000000001000000010010000100000000000000000000000000000000000000000
minor-sixth,0000000000000000000000000000000000001000001000100001000000000000000000000000000000000000
minor-sixth,0000000000000000000000000001000000101000001000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000000000100101001000000000000000000000000000000000000000000000000
diminished,0000000000000000000000000000001001001001000000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000000000100101001000000000000000000000000000000000000000000000000
diminished,0000000000000000000000000000001001001001000000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000001000100101001000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000100100100100000000000000000000000000000000000000000
major-sixth,0000000000000000000000000001000000101001000100000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000000100100100100000000000000000000000000000000000000
major-sixth,0000000000000000000000000001000000001001000100100000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000000000100100100100000000000000000000000000000000000
major-sixth,0000000000000000000000000001000000000001000100101000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000000000000100100100100000000000000000000000000000000
major-sixth,0000000000000000000000000001000000000000000100101001000000000000000000000000000000000000
dominant,0000000000000000000000000001000000000000000100100100100000000000000000000000000000000000
major-sixth,0000000000000000000000000001000100101001000000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000001000000100100001000000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000000000100101001000000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000001000000100100001000000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000000000100101001000000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000000000000101001000100000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000000000100101001000000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000001000000100101001000000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000001000000101001000100000000000000000000000000000000000000000000
major-sixth,0000000000000000000000001000000100101001000000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000000000000000001000100101000000000000000000000000000000000000000
major-sixth,0000000000000000000000001001000100100000000000000000000000000000000000000000000000000000
major-sixth,0000000000000000000000000001000000001001000000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000001000100101000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000100001000100001000000000000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000101001000100000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000001000000101000000100000000000000000000000000000000000000000
dominant,0000000000000000000000000000000100100101000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000000000000100101000100000000000000000000000000000000000000000000
dominant,0000000000000000000000000000000000000101000100100000000000000000000000000000000000000000
dominant,0000000000000000000000000000000000000001000100100100000000000000000000000000000000000000
dominant,0000000000000000000000000000000100100101000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000100000100100001000000000000000000000000000000000000000000000000
dominant,0000000000000000000000000001000000100100000100000000000000000000000000000000000000000000
dominant,0000000000000000000000000000000100000101000000100000000000000000000000000000000000000000
dominant,0000000000000000000000000000000000100001000100000100000000000000000000000000000000000000
dominant,0000000000000000000000000000000000000100000100100001000000000000000000000000000000000000
major-sixth,0000000000000000000000000000000000000001000100101000000000000000000000000000000000000000
minor-seventh,0000000000000000000000000000000000000001001000100100000000000000000000000000000000000000
dominant,0000000000000000000000000000000000000001000100100100000000000000000000000000000000000000
